ID,Site,Transect_coordinates,Forest_type,Distance,NH4_conc,NO3_conc,Ammonification,Nitrification,P,pH,soil_temp,litter_depth,O_depth,soil_moisture,SOM,prop_pine_litter,prop_hw_litter,total_floor_litter,pine_floor_litter,hw_floor_litter,Broad_leaf_herbs,Grassy_herbs,Ferns,Shrubs,Vines,Moss,Leaf_litter,Bare_soil,Rock,Max_height,All_plants,AM_basal,ECM_basal,hw_basal,pine_basal,num_stems,total_basal,ECM.AM,no_pine_saplings,PO4,PO4_release,root_density,ECM_abundance,SAP_abundance,soilSAP_abundance,AM_abundance,root_endophyte_abundance,contact_expl,short_dist_expl,med_dist_expl,long_dist_expl,mat_expl,Nitrifier_abundance,Copiotroph_abundance,Oligotroph_abundance,chitinase_ECbac_abund,denitrification_ECbac_abund,PO4uptake_ECfun_abund,denitrification_ECfun_abund,NH4uptake_ECfun_abund,ECM_chitinase_ECfun,SAP_chitinase_ECfun,ECM_PO4uptake_ECfun,SAP_PO4uptake_ECfun,ECM_NH4uptake_ECfun,SAP_NH4uptake_ECfun,Oligotroph_chitinase_ECbac,fun_amm_neg_module_abundance,fun_nitr_pos_module_abundance,fun_nitr_neg_module_abundance,fun_pmin_pos_module_abundance,fun_pmin_neg_module_abundance,bac_amm_pos_module_abundance,bac_amm_neg_module_abundance,bac_nitr_pos_module_abundance,bac_nitr_neg_module_abundance,bac_pmin_pos_module_abundance,bac_pmin_neg_module_abundance,bac_richness,bac_shannon,fun_richness,fun_shannon,bac_evenness,fun_evenness,edaphic_PC1,bac_copy_number,ITS_copy_number,fun_amm_pos_module_abundance,soil_temp2022,soil_moisture2022,Copiotroph_chitinase_ECbac,Copios_denitrification_ECbac,soil_percN,soil_percC,EMF_richness,EMF_Shannon,amidine.hydro_ECbac_abund,amino.hydro_ECbac_abund,DMhydrolase_ECbac_abund,glycosidaseN_ECbac_abund,glycosidaseOS_ECbac_abund,CPhydrolase_ECbac_abund,Noxidoreductase_ECbac_abund,Poxidoreductase_ECbac_abund,amine.oxidase_ECbac_abund,peptidase_broad_ECbac_abund,phosphatase_ECbac_abund,PDhydrolase_ECbac_abund,PMhydrolase_ECbac_abund,TMhydrolase_ECbac_abund,Phydrolase_ECbac_abund,Copiotroph_amidine.hydro_ECbac,Oligotroph_amidine.hydro_ECbac,Copiotroph_amino.hydro_ECbac,Oligotroph_amino.hydro_ECbac,Copiotroph_DMhydrolase_ECbac,Oligotroph_DMhydrolase_ECbac,Copiotroph_glycosidaseN_ECbac,Oligotroph_glycosidaseN_ECbac,Copiotroph_glycosidaseOS_ECbac,Oligotroph_glycosidaseOS_ECbac,Copiotroph_Noxidoreductase_ECbac,Oligotroph_Noxidoreductase_ECbac,Copiotroph_Poxidoreductase_ECbac,Oligotroph_Poxidoreductase_ECbac,Copiotroph_amine.oxidase_ECbac,Oligotroph_amine.oxidase_ECbac,Copiotroph_peptidase_broad_ECbac,Oligotroph_peptidase_broad_ECbac,Copiotroph_phosphatase_ECbac,Oligotroph_phosphatase_ECbac,Copiotroph_PDhydrolase_ECbac,Oligotroph_PDhydrolase_ECbac,Copiotroph_PMhydrolase_ECbac,Oligotroph_PMhydrolase_ECbac,Copiotroph_TMhydrolase_ECbac,Oligotroph_TMhydrolase_ECbac,Copiotroph_Phydrolase_ECbac,Oligotroph_Phydrolase_ECbac,amidine.hydro_ECfun_abund,amino.hydro_ECfun_abund,DMhydrolase_ECfun_abund,glycosidaseN_ECfun_abund,glycosidaseOS_ECfun_abund,peptidase_broad_ECfun_abund,phosphatase_ECfun_abund,PDhydrolase_ECfun_abund,PMhydrolase_ECfun_abund,PThydrolase_ECfun_abund,TMhydrolase_ECfun_abund,Phydrolase_ECfun_abund,Noxidoreductase_ECfun_abund,Poxidoreductase_ECfun_abund,amine.oxidase_ECfun_abund,ECM_amidine.hydro_ECfun,SAP_amidine.hydro_ECfun,ECM_amino.hydro_ECfun,SAP_amino.hydro_ECfun,ECM_DMhydrolase_ECfun,SAP_DMhydrolase_ECfun,ECM_glycosidaseN_ECfun,SAP_glycosidaseN_ECfun,ECM_glycosidaseOS_ECfun,SAP_glycosidaseOS_ECfun,ECM_peptidase_broad_ECfun,SAP_peptidase_ECfun_broad,ECM_phosphatase_ECfun,SAP_phosphatase_ECfun,ECM_PDhydrolase_ECfun,SAP_PDhydrolase_ECfun,ECM_PMhydrolase_ECfun,SAP_PMhydrolase_ECfun,ECM_TMhydrolase_ECfun,SAP_TMhydrolase_ECfun,ECM_Phydrolase_ECfun,SAP_Phydrolase_ECfun,ECM_Noxidoreductase_ECfun,SAP_Noxidoreductase_ECfun,ECM_Poxidoreductase_ECfun,SAP_Poxidoreductase_ECfun,ECM_amine.oxidase_ECfun,SAP_amine.oxidase_ECfun,all_Ndecomp_ECbac_sum,all_Ndecomp_ECbac_avg,all_ECM_Ndecomp_ECfun,all_oligo_Ndecomp_ECbac
HF1H 15m A,HF1,"42.464255, -72.169235",Hardwood,15,0.078003463,0,13.80600579,0.106157686,1211,4.43,18,3,7,0.448124191,0.300750117,0,0.983272727,0.045975,0,0.0338,2,1,0,0,0,0,5,0,0,0.269,3,194.1881292,244.7015208,438.8896499,0,9,438.8896499,1.258793359,1,2.085493397,-0.016535209,2.865051231,0.751145159,0.125967462,0.123361238,0,0.000394882,0.18654241,0.010424893,0.549281314,0.006634023,0,0.001363507,0.315917053,0.096373449,0.46,0.58,0.029904855,1.458780506,0.127577497,0.463360158,0.507927464,0.794810096,0.166683644,0.816991296,0.157989196,0.548262548,0.802006002,0.886036961,0.727926078,0.819459801,0.76251777,0.477341161,0.501789603,0.610377805,0.40655241,0.222876622,0.532127639,345,5.059152478,115,3.023267409,0.86576778,0.637157145,0.685582895,2091065.231,7646647.44,0.749881535,62,0.234375,0.135135135,0.275862069,0.859268248,17.01728821,30,1.795370125,5.35,0.48,0.08,1.42,0.4,0.01,17.72,1.86,0.29,7.98,4.35,0.7,4.29,0.24,5.23,0.486076767,0.120104634,0.389146568,0.136363636,1,0,0.33828318,0.138828001,0.135135135,0.738738739,0.469249128,0.127074673,0.254827278,0.096373379,0.666666667,0.037037037,0.398618021,0.195801986,0.506288008,0.090054292,0.363235294,0.374208145,0.455857103,0.222027578,0.541666667,0.125,0.448470339,0.235855044,11.72983963,4.577885513,0.01238983,0.971524013,0.283485343,9.690639036,7.596837723,3.817088192,14.16847016,8.34E-05,0.00083351,17.98647521,24.65763054,2.457971452,0.04881114,0.562108422,0.397059887,0.385490515,0.578320108,0.992825729,0.007174271,0.642157984,0.315231888,0.61262977,0.333607303,0.689294652,0.26552973,0.711031405,0.248233918,0.662189848,0.293800101,0.672434454,0.284741658,0,1,0.670587699,0.286379865,0.598307092,0.332179147,0.74050951,0.221715684,0.736362614,0.263637386,34.1,4.2625,3.953348593,1.396260039
HF1H 15m B,HF1,"42.464255, -72.169236",Hardwood,15,NA,NA,NA,NA,1521,4.89,18,3,7,0.411421628,0.243187448,0,0.983272727,0.045975,0,0.0338,2,1,0,0,0,0,5,0,0,0.243,3,194.1881292,244.7015208,438.8896499,0,9,438.8896499,1.258793359,1,2.707059845,-0.030262385,2.865051231,0.39539165,0.435477166,0.379535602,0.000237544,0,0.076489103,0.015677891,0.297582992,0.006651226,0,0.001563722,0.294142559,0.068119625,0.46,0.52,0.03968354,1.000335357,0.108925167,0.223110198,0.740024071,0.564413121,0.330930127,0.565900668,0.375232079,0,0.414810856,0.811152681,0.352752539,0.72629016,0.399370509,0.445856138,0.507948918,0.58219312,0.348644775,0.216054209,0.498762054,292,5.067596186,150,3.501599971,0.892692613,0.698833534,1.243677186,1734704.177,2587958.366,0.377457094,62,0.244464128,0.189189189,0.12745098,0.617871821,12.36344624,30,1.198978117,5,0.37,0.06,1.19,0.37,0,14.84,1.5,0.25,6.81,4.15,0.63,3.62,0.22,4.47,0.488704736,0,0.384353741,0,0.833333333,0,0.286183481,0,0.378378378,0,0.538418055,0,0.309251835,0,0.645833333,0,0.453544477,0,0.500733764,0,0.472222222,0,0.528486396,0,0.590909091,0,0.524231603,0,8.019563543,2.018910473,0.003948597,0.659296114,0.227586666,6.661680943,4.817971328,2.533562347,9.542965688,0.000110747,0.001107468,12.07774625,17.65155579,1.759200494,0.036760595,0.297044716,0.643106861,0.198666112,0.758410066,0.970754639,0.029245361,0.374503002,0.557818202,0.314415477,0.600934103,0.4297435,0.494940722,0.454118864,0.476233293,0.400680587,0.530683751,0.404922155,0.522408742,0,1,0.404113611,0.523960288,0.331382984,0.563090498,0.461392047,0.464119876,0.461833559,0.538166441,29.29,3.66125,2.168865989,0
HF1H 30m A,HF1,"42.464255, -72.169237",Hardwood,30,0.078769349,0,NA,NA,NA,5.27,14.9,5,15,0.533505821,0.311148087,0,1.007209805,0.078625,0,0.06985,2,1,1,0,0,2,4,1,0,0.229,4,352.3101567,0,352.3101567,0,8,352.3101567,0.002830374,0,0.837742142,NA,1.053756131,0.300144598,0.296426358,0.243854576,0.007333196,0.000413138,0.00836604,0.11361289,0.191695931,0.002272258,0,0.007722319,0.343602852,0.067402126,0.54,0.34,0.030320788,1.086432956,0.153300678,0.547160403,0.369724586,0.048337022,0.681185459,0.430957086,0.454596205,0.068710359,0.364387523,0.70026854,0.15172485,0.28764718,0.316773394,0.43958025,0.630431858,0.6757164,0.353208664,0.235893986,0.566931253,349,5.084964895,186,4.332999044,0.868471807,0.829163623,0.188952747,3323287.579,2291150.41,0.221441851,61,0.383395522,0.243128964,0.529411765,NA,NA,25,1.14328039,5.87,0.53,0.09,1.44,0.44,0.01,17.28,1.54,0.26,8.06,4.45,0.65,4.37,0.28,5.3,0.542636681,0.044606177,0.494218501,0.054093567,1,0,0.310613208,0.03291491,0.197674419,0.523255814,0.512594573,0.069074418,0.29978836,0.046703878,0.739130435,0.043478261,0.445309978,0.136279119,0.594581643,0.035599048,0.358151476,0.233804022,0.527928655,0.137322327,0.5,0.035714286,0.507264801,0.144546829,10.62068091,0.894861826,0.001422256,0.871459935,0.339214262,9.360174429,5.997330499,4.056188087,13.14251558,0.00011853,0.001212959,17.20003515,25.24283022,2.51373783,0.03100744,0.412949502,0.492946838,0.359146276,0.554704636,0.81435538,0.18564462,0.498778216,0.397062708,0.492363383,0.399114038,0.5295194,0.353526192,0.495107055,0.377734398,0.411461431,0.476291783,0.51404915,0.377830573,0,0.961538408,0.498342332,0.392910937,0.456011788,0.402350168,0.409724192,0.458036554,0.208654717,0.721322696,34.42,4.3025,3.295928968,0.458825403
HF1H 30m B,HF1,"42.464255, -72.169238",Hardwood,30,0.059025755,0,NA,NA,NA,5.19,14.9,5,15,0.588764045,0.470856102,0,1.007209805,0.078625,0,0.06985,2,1,0,0,0,2,4,0,2,0.174,3,352.3101567,0,352.3101567,0,8,352.3101567,0.002830374,0,0,NA,1.053756131,0.262155525,0.501336971,0.227885402,0.005893588,0.000381992,0.036070941,0.059427012,0.171023192,0,0,0.005147513,0.364414507,0.086066418,0.4,0.32,0.01743125,2.131385782,0.175199721,0.54015046,0.415718523,0.136061192,0.751283786,0.454641327,0.483050597,0.515686275,0.235634379,0.817080491,0.224829468,0.547230559,0.418390177,0.49045504,0.619907639,0.678206901,0.38129835,0.239168162,0.556196135,357,5.11430192,195,3.97119697,0.870114294,0.753119155,-0.417862988,41675813.47,1722799.384,0.262046385,61,0.375332742,0.252941176,0.625,NA,NA,25,0.984712363,5.57,0.56,0.12,1.3,0.36,0.01,17.38,1.43,0.27,7.87,4.24,0.58,4.31,0.24,5.13,0.60994638,0.094653646,0.468742369,0.1,0.916666667,0,0.408723352,0.088142204,0.18627451,0.715686275,0.573870195,0.112022784,0.37947205,0.086609731,0.791666667,0.041666667,0.504743417,0.186487002,0.594223468,0.061448676,0.456706282,0.35901245,0.575383061,0.17362389,0.666666667,0.083333333,0.565200494,0.191542164,13.93050814,1.423680317,0.002517618,1.026574694,0.436822722,12.29126793,7.952957518,5.027799866,16.49045664,6.49E-05,0.000648619,21.51896999,38.23235852,3.452056114,0.083287838,0.383908875,0.564366405,0.370075748,0.579413928,0.971880672,0.028119328,0.479885973,0.457162404,0.354097838,0.59083556,0.43518138,0.50761066,0.426402321,0.513856548,0.3373964,0.611224071,0.451013371,0.49148358,0,1,0.431146123,0.512422407,0.303588594,0.63535509,0.367867015,0.567500505,0.483082645,0.473209388,33.71,4.21375,2.866888868,1.203658578
HF1H 60m A,HF1,"42.464255, -72.169239",Hardwood,60,0.066554197,0,28.48472706,9.103939774,NA,4.85,18,3,11,0.612544803,0.441258094,0,1.003911343,0.04005,0,0.0385,1,0,1,0,0,0,5,3,0,0.05,3,293.7299968,0,293.7299968,0,7,293.7299968,0.003392936,1,0,0,3.734278638,0.247371789,0.471066825,0.431392266,0.02696773,0,0.219124234,0.009872932,0.048907578,0,0,0.001438443,0.322916373,0.07911437,0.35,0.37,0.017018026,2.063154235,0.158357514,0.562488856,0.393040018,0.554076436,0.38407855,0.727892767,0.248647642,0,0.415120212,0.85199744,0.256879057,0.718804278,0.370143523,0.52290227,0.597123114,0.67367085,0.415639543,0.258764631,0.551769849,538,5.610762782,149,3.697656001,0.892316952,0.738947977,-0.271516684,2782343.419,2220596.33,0.322607185,60,0.352769679,0.206896552,0.27027027,1.397686839,24.04747391,12,0.621206687,4.05,0.33,0.05,1,0.29,0,12.28,1.27,0.21,5.57,3.4,0.48,2.99,0.19,3.66,0.507941837,0,0.465367965,0,1,0,0.354441777,0,0.413793103,0,0.553405861,0,0.31263874,0,0.65,0,0.515902964,0,0.596402193,0,0.510784314,0,0.585878487,0,0.578947368,0,0.576202919,0,14.3909673,5.40882614,0.014570246,1.202747241,0.334280155,12.21879767,9.748039326,4.878165378,17.91377897,0.000243541,0.002435408,22.7946233,32.34424326,3.105192098,0.06353426,0.504150006,0.45801543,0.317252836,0.637656221,0.982344327,0.017655673,0.609808722,0.350612683,0.580501812,0.370890718,0.618207921,0.34054607,0.653376701,0.308570479,0.574791398,0.390425062,0.6005044,0.35718801,0,1,0.595726602,0.363350407,0.489280201,0.453310305,0.609693508,0.353304703,0.629975193,0.359483404,24.08,3.01,3.681690354,0
HF1H 60m B,HF1,"42.464255, -72.169240",Hardwood,60,0.281060711,0.001574053,0,2.308266282,1128,4.92,18,3,11,0.502592593,0.290642839,0,1.003911343,0.04005,0,0.0385,1,1,0,0,0,0,5,1,0,0.196,2,293.7299968,0,293.7299968,0,7,293.7299968,0.003392936,1,0,0.043365487,3.734278638,0.580283794,0.332851008,0.322115385,0.008728529,0,0.546069828,0.024225168,0.014329724,0,0,0.002697861,0.326182203,0.097554659,0.35,0.45,0.022638601,3.49854296,0.28233741,0.788439106,0.198296067,0.920953795,0.059565689,0.942129519,0.049632202,0.201149425,0.647451456,0.834951456,0.565720687,0.708784541,0.580563854,0.471413463,0.577126454,0.668875316,0.368916323,0.279239419,0.528478622,448,5.329954373,136,2.216433721,0.873076969,0.451168212,0.512881356,2145309.699,3153218.031,0.579443615,60,0.309591643,0.442528736,0.444444444,0.930930555,15.21491718,12,0.518522443,4.93,0.47,0.07,1.26,0.29,0.03,16.79,1.51,0.2,7.21,3.87,0.58,4.07,0.23,4.88,0.581884892,0.03797101,0.413265306,0.06462585,1,0,0.374270657,0.051101073,0.551724138,0.068965517,0.534904048,0.084036227,0.297246377,0.048578823,0.694444444,0.027777778,0.46274026,0.145421126,0.604098752,0.037827682,0.40247678,0.323426213,0.526322571,0.140369827,0.608695652,0.043478261,0.515200868,0.157765119,26.89085707,12.54739627,0.036465171,2.154744132,0.584006521,22.51573962,18.8596301,8.764013255,32.64974306,0.000234354,0.002343535,41.41633421,55.35920349,5.267477487,0.105281492,0.839747961,0.146616891,0.723362364,0.258503584,0.993142052,0.006857948,0.877590564,0.10808765,0.861628743,0.12106793,0.877613598,0.107393973,0.891574766,0.095265449,0.870850755,0.116193562,0.882118988,0.103322898,0,1,0.880080822,0.105644825,0.83758866,0.137699117,0.899670011,0.087077407,0.92244829,0.0761544,31.5,3.9375,5.805970996,0.649100069
HF1H 90m A,HF1,"42.464255, -72.169241",Hardwood,90,0.058188231,0,NA,NA,NA,4.81,18.5,3.5,7,0.376675778,0.221967008,0.0078125,1.011160714,0.033375,0.000175,0.02265,3,1,0,0,0,1,4,0,0,0.161,5,272.9992697,90.91248659,363.9117563,0,7,363.9117563,0.335447925,0,6.928281404,NA,2.039527995,0.477313167,0.40591637,0.330071174,0.004337189,0,0,0.0926379,0.393127224,0.004448399,0,0.002000682,0.31192452,0.066067978,0.46,0.46,0.034362227,1.821575601,0.312596694,0.766816214,0.221163978,0,0.692459784,0.611480979,0.342393931,0,0.292482206,0.869773132,0.070395907,0.165035587,0.495551601,0.515471183,0.585085825,0.633033989,0.403387518,0.239945436,0.542957827,376,5.258744355,123,3.231839102,0.886864878,0.671595031,1.381536456,3125353.706,2022138.033,0.106761566,61,0.169741697,0.223684211,0.304347826,NA,NA,19,0.94756517,5.18,0.4,0.05,1.15,0.38,0,14.99,1.46,0.2,7.06,4.19,0.64,3.67,0.25,4.56,0.541939954,0,0.437878788,0,1,0,0.387129131,0,0.447368421,0,0.575811617,0,0.364612795,0,0.684210526,0,0.569095717,0,0.673213478,0,0.484786822,0,0.63453288,0,0.64,0,0.615238487,0,23.32918387,1.136309455,9.31E-05,1.587058467,0.676324109,21.33438953,14.56897645,9.307866225,27.14281513,0.000225624,0.002256238,36.45316322,53.41473559,6.622992459,0.029690575,0.632887304,0.334754763,0.635174694,0.337485855,0,1,0.660074546,0.305785217,0.750681055,0.218682223,0.761508314,0.209909442,0.710642133,0.254289762,0.607938397,0.353874141,0.708621864,0.259557794,0,1,0.69524978,0.272087953,0.689376629,0.268629916,0.650817184,0.30391779,0.497215477,0.479052736,29.82,3.7275,4.896518756,0
HF1H 90m B,HF1,"42.464255, -72.169242",Hardwood,90,0.110057478,0.000264061,NA,NA,NA,4.55,18.5,3.5,7,0.400026052,0.24250977,0.0078125,1.011160714,0.033375,0.000175,0.02265,1,0,2,0,0,1,4,2,3,0.454,3,272.9992697,90.91248659,363.9117563,0,7,363.9117563,0.335447925,0,6.116783228,NA,2.039527995,0.67445893,0.220923512,0.181876565,0.001605549,0,0.012073727,0.096204483,0.534519299,0.033716524,0,0.002479568,0.320915655,0.075140839,0.43,0.47,0.032258112,1.778639029,0.402873528,0.902988524,0.093813399,0.151379027,0.679421506,0.832468249,0.153084549,0,0.168903731,0.798471518,0.021514354,0.201335817,0.602273457,0.526342934,0.591248116,0.638359914,0.403653892,0.256863445,0.531460763,423,5.383141874,152,2.945596296,0.890162159,0.586318939,1.082620163,1230961.558,2787108.935,0.030633871,61,0.216318786,0.214285714,0.319148936,NA,NA,26,1.276045817,4.85,0.36,0.05,1.06,0.35,0,14.14,1.32,0.21,6.59,3.85,0.59,3.38,0.22,4.19,0.545989616,0,0.441666667,0,1,0,0.385260771,0,0.428571429,0,0.577261026,0,0.355194805,0,0.7,0,0.568548228,0,0.647303724,0,0.483760684,0,0.638620749,0,0.636363636,0,0.618323475,0,28.11131834,1.865197269,6.88E-05,1.795267539,0.71768923,25.61537135,18.50885183,10.46663918,32.68377888,0.00018228,0.001822801,43.15242314,61.27317756,7.888535214,0.05027124,0.814695317,0.175804072,0.814477498,0.176252782,0,1,0.845984734,0.144511934,0.864102178,0.128697883,0.894005113,0.099029705,0.872141947,0.119488179,0.805707238,0.184266387,0.876644482,0.115417321,0,1,0.867321398,0.124467105,0.851200607,0.137547087,0.841278538,0.145845748,0.78084418,0.204507284,27.99,3.49875,5.987453971,0
HF1M 0m A,HF1,"42.460628, -72.169469",Mixed,0,0.093206326,0,NA,1.210916521,2471,5.77,19.3,1,0,0.492388759,0.137024221,0.699134199,0.300865801,0.052825,0.024225,0.010425,3,0,1,0,0,0,4,0,0,0.399,4,136.9981877,819.8270062,136.9981877,819.8270062,3,956.8251939,5.948099899,2,2.558712447,0.02220108,1.442237654,0.561806024,0.111220171,0.086927182,0.000245384,0,0.054168456,0.470032513,0.008465738,0.029323354,0,0.017863849,0.348613272,0.048146559,0.28,0.2,0.037244256,1.761221884,0.073001456,0.379805361,0.181813759,0.554224691,0.429354345,0.610779436,0.187019498,0,0.643764186,0.723207165,0.078890866,0.11649592,0.133918165,0.415589292,0.606780752,0.636661123,0.313717075,0.248001717,0.531784775,431,5.487924934,131,3.110506923,0.904686308,0.638026877,2.309629396,622067.7085,211451.2741,0.099748482,60,0.440778342,0.346153846,0.75,0.433140278,6.973011017,13,1.137104591,3.8,0.3,0.09,0.8,0.26,0,11.8,0.92,0.13,5.46,3.08,0.43,3.11,0.19,3.73,0.633336366,0,0.592207792,0,1,0,0.496340472,0,0.692307692,0,0.685036636,0,0.537037037,0,0.863636364,0,0.60040595,0,0.76375419,0,0.564444444,0,0.686339752,0,0.736842105,0,0.674217307,0,6.736428227,1.575991401,0.003616148,0.522377395,0.158317559,6.851921129,4.443479889,2.308991133,8.064104247,0.009177352,0.018646366,10.4009191,16.6481002,1.502654384,0.036163949,0.379769653,0.227918559,0.248523168,0.33242826,0.989286659,0.010713341,0.465638943,0.174349789,0.414220943,0.150384515,0.462288015,0.153346988,0.557643653,0.14682913,0.532439921,0.168424264,0.486007088,0.184523438,0.994447213,0.005552787,0.497898102,0.180385672,0.427259428,0.179924465,0.469168639,0.217758141,0.65390252,0.164828185,22.83,2.85375,2.777505511,0
HF1M 0m B,HF1,"42.460628, -72.169469",Mixed,0,0,0,2.073465382,2.860243644,2588,5.96,19.3,1,0,0.496033654,0.161936561,0.699134199,0.300865801,0.052825,0.024225,0.010425,3,0,1,2,0,1,4,0,0,0.274,6,136.9981877,819.8270062,136.9981877,819.8270062,3,956.8251939,5.948099899,2,4.649469635,-0.045291474,1.442237654,0.149840725,0.42232296,0.328595932,0.003062975,0,0.051948052,0.010046557,0.06677285,0.011149228,0,0.018202798,0.368553666,0.04737908,0.21,0.21,0.034512637,1.430802984,0.095815726,0.269194134,0.469525046,0.400457139,0.572572194,0.48983153,0.325635273,0,0.409090909,0.533202646,0.060401862,0.310218084,0.243690272,0.406796025,0.642867235,0.668652569,0.293199265,0.246785664,0.57483634,573,5.813550958,220,4.234881768,0.915392154,0.785163924,2.363509216,201390.4095,121050.959,0.084660622,60,0.401268116,0.342105263,0.619047619,0.444451809,7.922014236,13,0.513850363,2.99,0.22,0.06,0.59,0.19,0,8.84,0.64,0.12,4.07,2.3,0.3,2.16,0.13,2.59,0.699632961,0,0.6,0,1,0,0.567777778,0,0.684210526,0,0.769566314,0,0.631257631,0,0.9,0,0.682727224,0,0.80879791,0,0.703703704,0,0.828799467,0,0.846153846,0,0.813237167,0,7.516428168,1.705402389,0.003580814,0.562954086,0.183745828,6.774179316,4.919404843,2.554963928,9.051038774,0.003299187,0.006937666,11.61623955,18.71659063,1.758041371,0.04557065,0.269518499,0.454716252,0.169661429,0.613136912,0.979162339,0.020837661,0.344151662,0.388265241,0.295368652,0.367206458,0.336410093,0.380580189,0.378602014,0.362970686,0.342029599,0.384456881,0.340415783,0.397187542,0.9237818,0.0762182,0.341779668,0.394218199,0.264075332,0.411240566,0.357144979,0.412927943,0.56186144,0.386716502,17.23,2.15375,1.948379801,0
HF1M 15m A,HF1,"42.460628, -72.169469",Mixed,15,0.055640735,0,NA,0.855423316,2442,4.47,18.2,2,1,0.512911726,0.3532594,0.935789474,0.057894737,0.0365,0.022225,0.001375,3,0,0,3,0,0,4,0,0,1.1,6,0,306.3398429,53.18401156,221.3248427,5,306.3398429,307.3398429,2,6.09944483,0.017835714,1.044044093,0.705928127,0.210667799,0.082342954,0.00049519,0,0.157116582,0.091256367,0.447226938,0.013370119,0,0.006105042,0.347227902,0.081001344,0.29,0.27,0.023763222,2.945628198,0.332693347,0.899164972,0.096019391,0.617392342,0.339766626,0.812543297,0.174412311,0.241666667,0.225664969,0.826683645,0.151740238,0.309281268,0.724250141,0.524507799,0.592539581,0.632090904,0.393935853,0.251504352,0.53820763,344,5.283981275,115,3.035458882,0.904691913,0.639726512,0.819646564,2389145.998,3158086.004,0.176782683,61,0.355212355,0.3125,0.269230769,0.814344823,17.17700958,26,1.684652298,3.96,0.36,0.08,0.87,0.24,0,12.31,0.97,0.19,5.57,3.02,0.48,2.94,0.17,3.59,0.604386186,0.0904524,0.619274376,0.1,1,0,0.415327381,0.156026786,0.625,0.083333333,0.628738509,0.096391295,0.457439946,0.074348527,0.794117647,0.058823529,0.540577858,0.173732944,0.711517597,0.050204518,0.519688645,0.257783883,0.622971379,0.136607966,0.764705882,0.058823529,0.616505467,0.147598093,30.68183537,3.805876024,0.008880708,2.151809047,0.804430221,28.14903106,19.7057607,12.12897726,35.93546833,0.003735134,0.008386482,48.07656721,71.80251388,8.613479695,0.070680437,0.771145799,0.215784676,0.769979321,0.219667792,0.922590095,0.077409905,0.808659317,0.177970994,0.810436508,0.175590114,0.848758533,0.140354095,0.828365079,0.158901066,0.748705779,0.236807882,0.830780706,0.156928747,0.957593326,0.042406674,0.819001092,0.168397255,0.746280022,0.236052401,0.794956369,0.1905856,0.845173113,0.153431812,23.79,2.97375,5.654424472,0.942714536
HF1M 15m B,HF1,"42.460628, -72.169469",Mixed,15,NA,NA,NA,NA,2264,4.81,18.2,2,1,0.555125,0.3784771,0.935789474,0.057894737,0.0365,0.022225,0.001375,3,0,2,2,0,0,3,0,0,0.389,7,0,306.3398429,53.18401156,221.3248427,5,306.3398429,307.3398429,2,6.778806748,0.089687375,1.044044093,0.775309645,0.127025381,0.106639594,0.00048731,0,0.027695431,0.050274112,0.696609137,0.001258883,0,0.015624175,0.359602358,0.099533738,0.2,0.15,0.014255583,1.565427259,0.369629699,0.949396784,0.048588271,0.645226487,0.313960667,0.875492475,0.116274823,0,0.119918782,0.845847716,0.03293401,0.083736041,0.761258883,0.49685933,0.637019442,0.682554764,0.364915985,0.275323304,0.574118061,653,5.881074798,138,2.334731622,0.907352436,0.473840352,0.825374809,2732484.809,2348159.38,0.064243655,61,0.400159109,0.323529412,0.321428571,0.855410755,18.50536156,17,1.093923163,2.63,0.27,0.07,0.55,0.17,0,7.8,0.56,0.12,3.59,1.97,0.28,1.93,0.11,2.32,0.60015221,0,0.590277778,0,1,0,0.461327561,0,0.647058824,0,0.731330096,0,0.652356902,0,0.85,0,0.636623154,0,0.764893904,0,0.49537037,0,0.722072099,0,0.818181818,0,0.698712281,0,31.90784931,1.271524649,0.001699774,2.158581471,0.857517209,29.97871723,20.74807514,13.4325434,36.71230064,0.00023664,0.000776201,50.14585688,71.20193335,9.965607498,0.013549623,0.872474346,0.121002447,0.865338786,0.13007688,0.767501442,0.232498558,0.887647615,0.10593127,0.931006045,0.063202059,0.937779443,0.057361658,0.923133017,0.070655486,0.870645675,0.121445939,0.91895582,0.075408385,0.789458339,0.210541661,0.912977816,0.081105497,0.916309831,0.075439584,0.897250398,0.095239427,0.765329246,0.233037304,15.33,1.91625,6.35995285,0
